Probe Set ID	Gene Title	Gene Symbol
229022_at	"zinc finger protein, X-linked"	ZFX
229023_at	SFT2 domain containing 3	SFT2D3
229024_at		
229025_s_at	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	IMMP1L
229026_at		
229027_at	"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform"	PPM1A
229028_s_at	ADP-ribosylation factor-like 17	ARL17
229029_at		
229030_at	calpain 8	CAPN8
229031_at		
229032_at	WSC domain containing 2	WSCD2
229033_s_at	melanoma associated antigen (mutated) 1	MUM1
229034_at	sine oculis binding protein homolog (Drosophila)	SOBP
229035_s_at	hypothetical LOC100129637	LOC100129637
229036_at	trinucleotide repeat containing 6B	TNRC6B
229037_at	Tripartite motif-containing 69	TRIM69
229038_at	"CWF19-like 1, cell cycle control (S. pombe)"	CWF19L1
229039_at	synapsin II	SYN2
229040_at		
229041_s_at		
229042_s_at	"dynein, cytoplasmic 1, heavy chain 1"	DYNC1H1
229043_at	PAP associated domain containing 5	PAPD5
229044_at	nudix (nucleoside diphosphate linked moiety X)-type motif 17	NUDT17
229045_at	sorting nexin 20	SNX20
229046_s_at	"Pleckstrin homology domain containing, family B (evectins) member 1"	PLEKHB1
229047_at	"Pleckstrin homology domain containing, family B (evectins) member 1"	PLEKHB1
229048_at		
229049_at		
229050_s_at	small nucleolar RNA host gene 7 (non-protein coding)	SNHG7
229051_at		
229052_at	ankyrin repeat domain 23	ANKRD23
229053_at	Synaptotagmin XVII	SYT17
229054_at	chromosome 14 open reading frame 181	C14orf181
229055_at	G protein-coupled receptor 68	GPR68
229056_at	Tumor protein p53 inducible protein 13	TP53I13
229057_at	"sodium channel, voltage-gated, type II, alpha subunit"	SCN2A
229058_at	ankyrin repeat domain 16	ANKRD16
229059_at	chromosome 9 open reading frame 109 /// chromosome 9 open reading frame 110	C9orf109 /// C9orf110
229060_at	yippee-like 2 (Drosophila)	YPEL2
229061_s_at	"solute carrier family 25, member 13 (citrin)"	SLC25A13
229062_at	ADP-ribosylation factor-like 9	ARL9
229063_s_at	coiled-coil domain containing 107	CCDC107
229064_s_at	RCAN family member 3	RCAN3
229065_at	"solute carrier family 35, member F3"	SLC35F3
229066_at		
229067_at	SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1	SRGAP2P1
229068_at	"chaperonin containing TCP1, subunit 5 (epsilon)"	CCT5
229069_at	SAP domain containing ribonucleoprotein	SARNP
229070_at	chromosome 6 open reading frame 105	C6orf105
229071_at	chromosome 17 open reading frame 100	C17orf100
229072_at		
229073_at	protogenin homolog (Gallus gallus)	PRTG
229074_at		
229075_at	spermatogenesis associated 5	SPATA5
229076_s_at		
229077_at	Katanin p80 (WD repeat containing) subunit B 1	KATNB1
229078_s_at	KIAA1704	KIAA1704
229079_at	Euchromatic histone-lysine N-methyltransferase 2	EHMT2
229080_at	EMI domain containing 2	EMID2
229081_at	"Solute carrier family 25, member 13 (citrin)"	SLC25A13
229082_at	coiled-coil domain containing 125	CCDC125
229083_at	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0
229084_at	contactin 4	CNTN4
229085_at	leucine rich repeat containing 3B	LRRC3B
229086_at	chromosome 1 open reading frame 213	C1orf213
229087_s_at		
229088_at	ectonucleotide pyrophosphatase/phosphodiesterase 1	ENPP1
229089_at	zinc finger protein 509	ZNF509
229090_at	hypothetical LOC220930	LOC220930
229091_s_at	cyclin J	CCNJ
229092_at	"nuclear receptor subfamily 2, group F, member 2"	NR2F2
229093_at	nitric oxide synthase 3 (endothelial cell)	NOS3
229094_at	hypothetical LOC401431	LOC401431
229095_s_at	LIMS3-LOC440895 read-through /// LIM and senescent cell antigen-like domains 3-like	LIMS3-LOC440895 /// LOC440895
229096_at	LIMS3-LOC440895 read-through /// LIM and senescent cell antigen-like domains 3-like	LIMS3-LOC440895 /// LOC440895
229097_at	diaphanous homolog 3 (Drosophila)	DIAPH3
229098_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	DDX46
229099_at	chromosome 11 open reading frame 83	C11orf83
229100_s_at	translocase of inner mitochondrial membrane 22 homolog (yeast)	TIMM22
229101_at	Hypothetical protein LOC150166	LOC150166
229102_at	"HIV-1 Tat interactive protein 2, 30kDa"	HTATIP2
229103_at	"wingless-type MMTV integration site family, member 3"	WNT3
229104_s_at	G protein-coupled receptor 39	GPR39
229105_at	G protein-coupled receptor 39	GPR39
229106_at	"dynein, light chain, LC8-type 2"	DYNLL2
229107_at		
229108_at		
229109_s_at	Biliverdin reductase A	BLVRA
229110_at	Hypothetical protein LOC100128844	LOC100128844
229111_at		
229112_at	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	SIRT5
229113_s_at	chromosome 1 open reading frame 86	C1orf86
229114_at	GRB2-associated binding protein 1	GAB1
229115_at	"dynein, cytoplasmic 1, heavy chain 1"	DYNC1H1
229116_at	connector enhancer of kinase suppressor of Ras 2	CNKSR2
229117_s_at		
229118_at		
229119_s_at	"zinc finger, SWIM-type containing 7"	ZSWIM7
229120_s_at	CDC42 small effector 1	CDC42SE1
229121_at	chemokine-like receptor 1	CMKLR1
229122_x_at	Chromosome 16 open reading frame 35	C16orf35
229123_at		
229124_at	prokineticin 1	PROK1
229125_at	KN motif and ankyrin repeat domains 4	KANK4
229126_at	transmembrane protein 19	TMEM19
229127_at	junctional adhesion molecule 2	JAM2
229128_s_at		
229129_at		
229130_at		
229131_at		
229132_at	MYC induced nuclear antigen	MINA
229133_s_at	zinc finger protein 397	ZNF397
229134_at	"vang-like 1 (van gogh, Drosophila)"	VANGL1
229135_at	FAST kinase domains 2	FASTKD2
229136_s_at		
229137_at	"Fucosidase, alpha-L- 1, tissue"	FUCA1
229138_at	"poly (ADP-ribose) polymerase family, member 11"	PARP11
229139_at	junctophilin 1	JPH1
229140_at	zinc finger protein 579	ZNF579
229141_at	WD repeat domain 33	WDR33
229142_s_at	Bardet-Biedl syndrome 1	BBS1
229143_at	"CCR4-NOT transcription complex, subunit 3"	CNOT3
229144_at	kazrin	RP1-21O18.1
229145_at	chromosome 10 open reading frame 104	C10orf104
229146_at	chromosome 7 open reading frame 31	C7orf31
229147_at		
229148_at		
229149_at		
229150_at		
229151_at	"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)"	SLC14A1
229152_at	chromosome 4 open reading frame 7	C4orf7
229153_at	"solute carrier family 7, member 6 opposite strand"	SLC7A6OS
229154_at	"Wingless-type MMTV integration site family, member 10A"	WNT10A
229155_at		
229156_s_at		
229157_at		
229158_at	WNK lysine deficient protein kinase 4	WNK4
229159_at	"Thrombospondin, type I, domain containing 7A"	THSD7A
229160_at	melanoma associated antigen (mutated) 1-like 1	MUM1L1
229161_at	IQ motif containing G	IQCG
229162_s_at	Ankyrin repeat and BTB (POZ) domain containing 1	ABTB1
229163_at	calcium/calmodulin-dependent protein kinase II inhibitor 1	CAMK2N1
229164_s_at	ankyrin repeat and BTB (POZ) domain containing 1	ABTB1
229165_at	Mitochondrial ribosomal protein L12	MRPL12
229166_s_at	GATA zinc finger domain containing 2A	GATAD2A
229167_at		
229168_at	"collagen, type XXIII, alpha 1"	COL23A1
229169_at	tetratricopeptide repeat domain 18	TTC18
229170_s_at	tetratricopeptide repeat domain 18	TTC18
229171_at	Hypothetical protein MGC16385	MGC16385
229172_at	heat shock 70kD protein 12B	HSPA12B
229173_at	KIAA1715	KIAA1715
229174_at	chromosome 3 open reading frame 38	C3orf38
229175_at	SET and MYND domain containing 4	SMYD4
229176_at	"ankylosis, progressive homolog (mouse)"	ANKH
229177_at	chromosome 16 open reading frame 89	C16orf89
229178_at	protogenin homolog (Gallus gallus)	PRTG
229179_at	RUN and FYVE domain containing 1	RUFY1
229180_at	WW and C2 domain containing 1	WWC1
229181_s_at	"HAUS augmin-like complex, subunit 2"	HAUS2
229182_at		
229183_at	potassium channel tetramerisation domain containing 1	KCTD1
229184_at		
229185_at		
229186_s_at	Zinc finger protein 64 homolog (mouse)	ZFP64
229187_at	FSHD region gene 1 pseudogene	LOC283788
229188_s_at		
229189_s_at		
229190_at		
229191_at	tubulin folding cofactor D	TBCD
229192_s_at	tubulin folding cofactor D	TBCD
229193_at		
229194_at	polycomb group ring finger 5	PCGF5
229195_at	mesoderm posterior 1 homolog (mouse)	MESP1
229196_at	"family with sequence similarity 111, member A"	FAM111A
229197_at	"inhibitor of growth family, member 5"	ING5
229198_at	ubiquitin specific peptidase 35	USP35
229199_at	"sodium channel, voltage-gated, type IX, alpha subunit"	SCN9A
229200_at	hypothetical protein LOC729810	LOC729810
229201_at		
229202_at		
229203_at	"beta-1,4-N-acetyl-galactosaminyl transferase 3"	B4GALNT3
229204_at	"Heterochromatin protein 1, binding protein 3"	HP1BP3
229205_at		
229206_at		
229207_x_at	Ring finger protein 187	RNF187
229208_at	"HAUS augmin-like complex, subunit 2"	HAUS2
229209_at	Small nucleolar RNA host gene 10 (non-protein coding)	SNHG10
229210_at	"ribonuclease H2, subunit B"	RNASEH2B
229211_at	dual specificity phosphatase 28	DUSP28
229212_at		
229213_at	disrupted in renal carcinoma 2	DIRC2
229214_at		
229215_at	achaete-scute complex homolog 2 (Drosophila)	ASCL2
229216_s_at	"Casein kinase 2, alpha 1 polypeptide"	CSNK2A1
229217_at	Sp3 transcription factor	SP3
229218_at	"collagen, type I, alpha 2"	COL1A2
229219_s_at		
229220_x_at	nucleolar protein with MIF4G domain 1	NOM1
229221_at	CD44 molecule (Indian blood group)	CD44
229222_at	acyl-CoA synthetase short-chain family member 3	ACSS3
229223_at		
229224_x_at	hypothetical LOC643085	LOC643085
229225_at	neuropilin 2	NRP2
229226_at		
229227_at	hypothetical locus FLJ45244	FLJ45244
229228_at	cAMP responsive element binding protein 5	CREB5
229229_at	alanine-glyoxylate aminotransferase 2	AGXT2
229230_at	organic solute transporter alpha	OSTalpha
229231_at	leucine rich repeat containing 37B	LRRC37B
229232_at	leucine rich repeat containing 57	LRRC57
229233_at	neuregulin 3	NRG3
229234_at	zinc finger CCCH-type containing 12B	ZC3H12B
229235_at	"zinc finger, CCHC domain containing 11"	ZCCHC11
229236_s_at	sideroflexin 4	SFXN4
229237_s_at	Forkhead box N3	FOXN3
229238_at	chromosome 17 open reading frame 97	C17orf97
229239_x_at	"Solute carrier organic anion transporter family, member 4A1"	SLCO4A1
229240_at	"Zinc finger, DHHC-type containing 21"	ZDHHC21
229241_at	lactate dehydrogenase D	LDHD
229242_at		
229243_at		
229244_at		
229245_at	"pleckstrin homology domain containing, family A member 6"	PLEKHA6
229246_at	hypothetical LOC645460	FLJ44342
229247_at	fibulin 7	FBLN7
229248_at		
229249_at		
229250_at	two pore segment channel 2	TPCN2
229251_s_at	two pore segment channel 2	TPCN2
229252_at	ATG9 autophagy related 9 homolog B (S. cerevisiae)	ATG9B
229253_at	thioesterase superfamily member 4	THEM4
229254_at	major facilitator superfamily domain containing 4	MFSD4
229255_x_at		
229256_at	phosphoglucomutase 2-like 1	PGM2L1
229257_at	trinucleotide repeat containing 18	TNRC18
229258_at	kinesin family member 12	KIF12
229259_at	glial fibrillary acidic protein	GFAP
229260_at	Chromosome 5 open reading frame 15	C5orf15
229261_at		
229262_at	leucine rich repeat containing 68	LRRC68
229263_at	interleukin 17 receptor D	IL17RD
229264_at	"Poly (ADP-ribose) polymerase family, member 8"	PARP8
229265_at	v-ski sarcoma viral oncogene homolog (avian)	SKI
229266_at	hypothetical LOC284033	LOC284033
229267_at		
229268_at	"family with sequence similarity 105, member B"	FAM105B
229269_x_at	similar to single stranded DNA binding protein 4 /// single stranded DNA binding protein 4	LOC646044 /// SSBP4
229270_x_at	similar to single stranded DNA binding protein 4 /// single stranded DNA binding protein 4	LOC646044 /// SSBP4
229271_x_at	"collagen, type XI, alpha 1"	COL11A1
229272_at	formin binding protein 4	FNBP4
229273_at	sal-like 1 (Drosophila)	SALL1
229274_at	GNAS complex locus	GNAS
229275_at	immunoglobulin-like and fibronectin type III domain containing 1	IGFN1
229276_at	"immunoglobulin superfamily, member 9"	IGSF9
229277_at	"adrenergic, beta-1-, receptor"	ADRB1
229278_at		
229279_at		
229280_s_at	hypothetical locus LOC401237	FLJ22536
229281_at	neuronal PAS domain protein 3	NPAS3
229282_at	GATA binding protein 6	GATA6
229283_at	programmed cell death 6 pseudogene	LOC728613
229284_at		
229285_at	"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)"	RNASEL
229286_at	"melanoma antigen family E, 1"	MAGEE1
229287_at	pecanex homolog (Drosophila)	PCNX
229288_at	EPH receptor A7	EPHA7
229289_at	"family with sequence similarity 71, member E1"	FAM71E1
229290_at	death associated protein-like 1	DAPL1
229291_at		
229292_at	erythrocyte membrane protein band 4.1 like 5	EPB41L5
229293_at		
229294_at	junctophilin 3	JPH3
229295_at	hypothetical protein LOC150166	LOC150166
229296_at	hypothetical protein LOC100128501	LOC100128501
229297_at		
229298_at	kelch repeat and BTB (POZ) domain containing 7	KBTBD7
229299_at	chromosome 5 open reading frame 33	C5orf33
229300_at		
229301_at		
229302_at	transmembrane protein 178	TMEM178
229303_at		
229304_s_at	MLF1 interacting protein	MLF1IP
229305_at	MLF1 interacting protein	MLF1IP
229306_at	"Family with sequence similarity 148, member B"	FAM148B
229307_at	ankyrin repeat domain 28	ANKRD28
229308_at		
229309_at	"adrenergic, beta-1-, receptor"	ADRB1
229310_at	kelch-like 29 (Drosophila)	KLHL29
229311_at	G kinase anchoring protein 1	GKAP1
229312_s_at	G kinase anchoring protein 1	GKAP1
229313_at	anoctamin 5	ANO5
229314_at		
229315_at		
229316_at		
229317_at	karyopherin alpha 5 (importin alpha 6)	KPNA5
229318_at		
229319_at		
229320_at	chromosome 2 open reading frame 55	C2orf55
229321_s_at		
229322_at	"protein phosphatase 2, regulatory subunit B', epsilon isoform"	PPP2R5E
229323_at	similar to hCG1648656	LOC387723
229324_x_at	inositol-3-phosphate synthase 1	ISYNA1
229325_at	"zinc finger, ZZ-type containing 3"	ZZZ3
229326_at	"Tumor necrosis factor (ligand) superfamily, member 13"	TNFSF13
229327_s_at		
229328_at	Zinc finger protein 540	ZNF540
229329_s_at		
229330_at		
229331_at	spermatogenesis associated 18 homolog (rat)	SPATA18
229332_at	4-hydroxyphenylpyruvate dioxygenase-like	HPDL
229333_at		
229334_at	RUN and FYVE domain containing 3	RUFY3
229335_at	cell adhesion molecule 4	CADM4
229336_at	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"	ST3GAL2
229337_at	ubiquitin specific peptidase 2	USP2
229338_at		
229339_at		
229340_at	NFKB activating protein-like	NKAPL
229341_at	transcription factor CP2-like 1	TFCP2L1
229342_at		
229343_at	G-2 and S-phase expressed 1	GTSE1
229344_x_at	ribosomal modification protein rimK-like family member B	RIMKLB
229345_at	reticulon 4 receptor-like 2	RTN4RL2
229346_at	nestin	NES
229347_at		
229348_at	UbiA prenyltransferase domain containing 1	UBIAD1
229349_at	lin-28 homolog B (C. elegans)	LIN28B
229350_x_at	"poly (ADP-ribose) polymerase family, member 10"	PARP10
229351_at		
229352_at	sperm equatorial segment protein 1	SPESP1
229353_s_at	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1
229354_at	aryl-hydrocarbon receptor repressor	AHRR
229355_at		
229356_x_at	INO80 homolog (S. cerevisiae)	INO80
229357_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 5"	ADAMTS5
229358_at	Indian hedgehog homolog (Drosophila)	IHH
229359_at		
229360_at	zinc finger protein 280B	ZNF280B
229361_at	"Solute carrier family 25, member 27"	SLC25A27
229362_at	pseudouridylate synthase 10	PUS10
229363_at		
229364_at	hypothetical protein LOC646870	LOC646870
229365_at	"protein phosphatase 1, regulatory (inhibitor) subunit 3F"	PPP1R3F
229366_at		
229367_s_at	"GTPase, IMAP family member 6"	GIMAP6
229368_s_at	"Zinc finger, AN1-type domain 5"	ZFAND5
229369_at	V-set and immunoglobulin domain containing 2	VSIG2
229370_at		
229371_at		
229372_at	golgi transport 1 homolog A (S. cerevisiae)	GOLT1A
229373_at		
229374_at	EPH receptor A4	EPHA4
229375_at		
229376_at	prospero homeobox 1	PROX1
229377_at	growth hormone regulated TBC protein 1	GRTP1
229378_at	storkhead box 1	STOX1
229379_at	"AT hook, DNA binding motif, containing 1"	AHDC1
229380_at		
229381_at	chromosome 1 open reading frame 64	C1orf64
229382_at	chromosome 1 open reading frame 183	C1orf183
229383_at		
229384_at		
229385_s_at	placenta-specific 2 (non-protein coding)	PLAC2
229386_at	"Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"	ID4
229387_at	Leucine-rich repeats and calponin homology (CH) domain containing 3	LRCH3
229388_at		
229389_at	ATG16 autophagy related 16-like 2 (S. cerevisiae)	ATG16L2
229390_at	"family with sequence similarity 26, member F"	FAM26F
229391_s_at	"family with sequence similarity 26, member F"	FAM26F
229392_s_at	"Phosphoinositide-3-kinase, regulatory subunit 2 (beta)"	PIK3R2
229393_at	l(3)mbt-like 3 (Drosophila)	L3MBTL3
229394_s_at	glucocorticoid receptor DNA binding factor 1	GRLF1
229395_at	syntaxin 4	STX4
229396_at	ovo-like 1(Drosophila)	OVOL1
229397_s_at	Glucocorticoid receptor DNA binding factor 1	GRLF1
229398_at	"RAB18, member RAS oncogene family"	RAB18
229399_at	chromosome 10 open reading frame 118	C10orf118
229400_at	homeobox D10	HOXD10
229401_at	Interleukin 17 receptor E	IL17RE
229402_at	sterile alpha motif domain containing 13	SAMD13
229403_at	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"	B4GALT1
229404_at	twist homolog 2 (Drosophila)	TWIST2
229405_at	kinesin family member 7	KIF7
229406_at	hexaribonucleotide binding protein 3	hCG_1776007
229407_at	"sidekick homolog 1, cell adhesion molecule (chicken)"	SDK1
229408_at	histone deacetylase 5	HDAC5
229409_s_at	2-aminoethanethiol (cysteamine) dioxygenase	ADO
229410_at	"solute carrier family 35, member E1"	SLC35E1
229411_at	pregnancy up-regulated non-ubiquitously expressed CaM kinase	PNCK
229412_at	"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa"	TAF8
229413_s_at		
229414_at	"phosphatidylinositol transfer protein, cytoplasmic 1"	PITPNC1
229415_at	"cytochrome c, somatic"	CYCS
229416_at	CLPTM1-like	CLPTM1L
229417_at		
229418_at	chromosome 17 open reading frame 63	C17orf63
229419_at	F-box and WD repeat domain containing 7	FBXW7
229420_at		
229421_s_at	RNA binding motif protein 47	RBM47
229422_at	nardilysin (N-arginine dibasic convertase)	NRD1
229423_at		
229424_s_at	Rho GTPase activating protein 27	ARHGAP27
229425_at		
229426_at	cytochrome c oxidase subunit Va	COX5A
229427_at	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"	SEMA5A
229428_at	Uncharacterized PRO1102-like protein LOC100132418	LOC100132418
229429_x_at	hypothetical LOC728855	LOC728855
229430_at	chromosome 8 open reading frame 46	C8orf46
