Probe Set ID	Target Description	Gene Title	Gene Symbol	Ensembl	SwissProt	SGD accession number
7964_at	YPL196W weak similarity to S.pombe hypothetical protein SPAC8C9	"Protein of unknown function required for normal levels of resistance to oxidative damage, null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes but not in prokaryotes"	OXR1	YPL196W	Q08952	S000006117
7965_at	YPL195W delta-like subunit of the yeast AP-3 adaptin component of the membrane-associated clathrin assembly complex	"Delta adaptin-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway, suppressor of loss of casein kinase 1 function"	APL5	YPL195W	Q08951	S000006116
7966_at	YPL194W DNA damage checkpoint gene	"DNA damage checkpoint protein, part of a PCNA-like complex required for DNA damage response, required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate"	DDC1	YPL194W	Q08949	S000006115
7967_at	YPL193W weak similarity to human centromere protein E	Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly	RSA1	YPL193W	Q08932	S000006114
7968_at	YPL192C hypothetical protein	Pheromone-regulated protein required for karyogamy; localizes to the inner membrane of the nuclear envelope	PRM3	YPL192C	Q08931	S000006113
7969_at	YPL191C strong similarity to YGL082w	---	---	YPL191C	Q08930	S000006112
7970_at	YPL234C 17-kDa subunit C of vacuolar membrane H(+)-ATPase	"Vacuolar ATPase V0 domain subunit c', involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen"	TFP3	YPL234C	P32842	S000006155
7971_at	YPL233W hypothetical protein	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation	NSL1	YPL233W	Q05745 /// Q12143	S000006154
7972_at	YPL232W SSO1 and SSO2 encode syntaxin homologs\; act in late stages of secretion	Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p	SSO1	YPL232W	P32867	S000006153
7973_at	YPL231W alpha subunit of fatty acid synthase	"Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains beta-ketoacyl reductase and beta-ketoacyl synthase activities; phosphorylated"	FAS2	YPL231W	P19097	S000006152
7974_at	YPL230W Up in StarVation	"Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources, response to salt stress and cell wall biosynthesis"	USV1	YPL230W	Q12132	S000006151
7975_at	YPL229W weak similarity to YMR181c	---	---	YPL229W	Q99395	S000006150
7976_at	"YPL228W mRNA capping enzyme beta subunit (80 kDa), RNA 5'-triphosphatase"	"Beta (RNA 5'-triphosphatase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CEG1, a guanylyltransferase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide"	CET1	YPL228W	O13297	S000006149
7977_at	YPL227C UDP-glucose:dolichyl-phosphate glucosyltransferase	"UDP-glucose:dolichyl-phosphate glucosyltransferase, involved in asparagine-linked glycosylation in the endoplasmic reticulum"	ALG5	YPL227C	P40350	S000006148
7978_at	YPL226W similarity to translation elongation factor eEF3	"ATP binding cassette family member; Asn/Gln-rich rich region supports [NU+] prion formation, susceptibility to [PSI+] prion induction and aggregation of a fragment of the human Machado-Joseph Disease protein"	NEW1	YPL226W	Q08972 /// Q8TFA0 /// Q8TFP3	S000006147
7979_at	YPL225W hypothetical protein	---	---	YPL225W	Q08971	S000006146
7980_at	YPL224C Protein involved in mitochondrial iron accumulation	Putative metal transporter involved in mitochondrial iron accumulation; closely related to Mmt1p	MMT2	YPL224C	Q08970	S000006145
7981_at	YPL223C Induced by osmotic stress	"Hydrophilin of unknown function; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway"	GRE1	YPL223C	Q08969	S000006144
7982_at	YPL222W similarity to C.perfringens hypothetical protein	"Putative protein of unknown function; proposed to be involved in responding to environmental stresses; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	FMP40	YPL222W	Q08968	S000006143
7983_at	YPL221W Bypass of PAM1	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance	FLC1	YPL221W	Q08967	S000006142
7984_s_at	"YPL220W Ribosomal protein L1A, forms part of the 60S ribosomal subunit"	"N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl1Bp and has similarity to E. coli L1 and rat L10a ribosomal proteins; rpl1a rpl1b double null mutation is lethal /// N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl1Ap and has similarity to E. coli L1 and rat L10a ribosomal proteins; rpl1a rpl1b double null mutation is lethal"	RPL1A /// RPL1B	YGL135W /// YPL220W	P53030	S000003103 /// S000006141
7985_at	YPL219W PHO85 cyclin	"Cyclin, interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation"	PCL8	YPL219W	Q08966	S000006140
7986_at	YPL218W GTP binding protein	"GTPase, GTP-binding protein of the ARF family, component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport"	SAR1	YPL218W	P20606	S000006139
7987_at	YPL217C similarity to human hypothetical protein KIAA0187	"Essential conserved nucleolar GTP-binding protein required for synthesis of 40S ribosomal subunits and for processing of the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, has similarity to Tsr1p"	BMS1	YPL217C	Q08965	S000006138
7988_at	YPL216W similarity to YGL133w	---	---	YPL216W	Q08964	S000006137
7989_at	YPL215W Protein required for assembly of ubiquinol cytochrome-c reductase complex (cytochrome bc1 complex)	Mitochondrial protein required for assembly of ubiquinol cytochrome-c reductase complex (cytochrome bc1 complex); interacts with Cbp4p and function is partially redundant with that of Cbp4p	CBP3	YPL215W	P21560	S000006136
7990_at	"YPL214C TMP pyrophosphorylase, hydroxyethylthiazole kinase"	"Bifunctional enzyme with thiamine-phosphate pyrophosphorylase and 4-methyl-5-beta-hydroxyethylthiazole kinase activities, required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern"	THI6	YPL214C	P41835	S000006135
7991_at	YPL213W similarity to A.thaliana U2 snRNP protein A'	Component of U2 snRNP; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; invovled in telomere maintenance; putative homolog of human U2A' snRNP protein	LEA1	YPL213W	Q08963	S000006134
7992_at	YPL212C intranuclear protein which exhibits a nucleotide-specific intron-dependent tRNA pseudouridine synthase activity	"tRNA:pseudouridine synthase, introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; nuclear protein that appears to be involved in tRNA export; also acts on U2 snRNA"	PUS1	YPL212C	Q12211	S000006133
7993_at	YPL256C G(sub)1 cyclin	"G1 cyclin involved in regulation of the cell cycle; activates Cdc28p kinase to promote the G1 to S phase transition; late G1 specific expression depends on transcription factor complexes, MBF (Swi6p-Mbp1p) and SBF (Swi6p-Swi4p)"	CLN2	YPL256C	P20438 /// Q6B151	S000006177
7994_at	YPL255W Involved in mitotic cell cycle and meiosis	"Protein required for the spindle pole body (SPB) duplication, localized at the central plaque periphery; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p"	BBP1	YPL255W	Q12365	S000006176
7995_at	"YPL254W transcription factor, member of Ada\/Gcn5 protein complex"	"Adaptor protein required for structural integrity of the SAGA complex, a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions"	HFI1	YPL254W	Q12060	S000006175
7996_at	YPL253C Cik1p homolog	"Protein that forms a complex with Kar3p at the spindle pole body, possible regulator of Kar3p function in microtubule-mediated processes; required for sister chromatid cohesion; has similarity to Cik1p"	VIK1	YPL253C	Q12045	S000006174
7997_at	YPL252C iron-sulfur protein homologous to human adrenodoxin	Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin	YAH1	YPL252C	Q12184	S000006173
7998_at	YPL251W questionable ORF	---	---	YPL251W	Q12058	S000006172
7999_at	YPL250C weak similarity to YMR195w	Protein of unknown function; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate	ICY2	YPL250C	Q12048	S000006171
8000_i_at	YPL249C-A Ribosomal protein L36B (L39) (YL39)	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl36Ap and has similarity to rat L36 ribosomal protein; binds to 5.8 S rRNA"	RPL36B	YPL249C-A	O14455	S000006438
8001_at	YPL249C similarity to mouse Tbc1 protein	"GTPase-activating protein (GAP) for yeast Rab family members, involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p"	GYP5	YPL249C	Q12344	S000006170
8002_at	YPL248C zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type	DNA-binding transcription factor required for the activation of the GAL genes in response to galactose; repressed by Gal80p and activated by Gal3p	GAL4	YPL248C	P04386	S000006169
8003_at	YPL247C similarity to human HAN11 protein and petunia an11 protein	---	---	YPL247C	Q12523	S000006168
8004_at	YPL246C weak similarity to mouse proteinase activated receptor 2	"Possible rhomboid protease, has similarity to eukaryotic rhomboid proteases including Pcp1p"	RBD2	YPL246C	Q12270	S000006167
8005_at	YPL245W weak similarity to human mutL protein homolog	---	---	YPL245W	Q12179	S000006166
8006_at	YPL244C weak similarity to human UDP-galactose transporter related isozyme 1	"Protein with a role in UDP-galactose transport to the Golgi lumen, has similarity to human UDP-galactose transporter UGTrel1, exhibits a genetic interaction with S. cerevisiae ERO1"	HUT1	YPL244C	Q12520	S000006165
8007_at	YPL243W component of signal recognition particle	Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane	SRP68	YPL243W	P38687	S000006164
8008_at	"YPL242C Homolog of the mammalian IQGAP1 and 2 genes\; probable regulator of cellular morphogenesis, inducing actin-ring formation in association with cytokinesis"	"Essential protein required for determination of budding pattern, promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family"	IQG1	YPL242C	Q12280	S000006163
8009_at	YPL241C involvement in microtubule function	"GTPase-activating protein (GAP) for Cin4p; tubulin folding factor C involved in beta-tubulin (Tub2p) folding; mutants display increased chromosome loss and benomyl sensitivity; deletion complemented by human GAP, retinitis pigmentosa 2"	CIN2	YPL241C	P46670	S000006162
8010_i_at	YPL240C heat shock protein	"Hsp90 chaperone required for pheromone signaling and negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding and nucleotide addition; interacts with Cns1p, Cpr6p, Cpr7p, Sti1p"	HSP82	YPL240C	P02829	S000006161
8011_at	YPL239W YAR1 encodes a 200-amino-acid protein with two ANK repeat motifs and an acidic C terminus rich in PEST-like sequences	"Cytoplasmic ankyrin-repeat containing protein of unknown function, proposed to link the processes of 40S ribosomal subunit biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock"	YAR1	YPL239W	P46683 /// Q02520	S000006160
8012_at	YPL238C questionable ORF	---	---	YPL238C	Q99401	S000006159
8013_at	YPL237W beta subunit of translation initiation factor eIF-2	"Beta subunit of the translation initiation factor eIF2, involved in the identification of the start codon; proposed to be involved in mRNA binding"	SUI3	YPL237W	P09064	S000006158
8014_at	"YPL236C similarity to Prk1p, and  serine/threonine protein kinase homolog from A. thaliana"	---	---	YPL236C	Q12003	S000006157
8015_at	YPL235W strong similarity to TATA-binding protein-interacting protein 49 from rat	Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family	RVB2	YPL235W	Q12464	S000006156
8016_at	SNR31 snRNA	---	---	snR31	---	---
8017_at	SNR5 snRNA	---	---	snR5	---	---
8018_i_at	YPL277C strong similarity to hypothetical protein YOR389w/putative pseudogene	---	---	YOR389W /// YPL277C	Q08912 /// Q08989 /// Q08990	S000005916 /// S000006198
